,Unnamed: 0,Date,Time Taken,Condition,Review,Rating,adr,label
297,297,"August 23, 2017",,Aleve (naproxen) for Costochondritis:,been taking 800 mg of ibuprofen three times a day for 12 days per docs order with little relief for chostocondritis and back pain getting pretty bummed out so decided to try aleve not generic the time release isnt the same and within hours had relief finally able to sit comfortably,,"back pain, pain",1
298,298,"July 31, 2020",Taken for 1 to 2 years,For Back Pain:,i take naproxen otc generic products for arthritis ankling spondylitis disk degeneration etc it relieves most symptoms better than any of the other antiinflammatory drugs never had stomach issues from taking a dose of one 220 mg every 12 hours have taken higher dosage for herniated disk husband takes also but for pain vs antiinflammatory and finds it works well,,"arthritis, pain, spondylitis",1
299,299,"May 3, 2014",,For Muscle Pain:,375 mg three times a day was prescribed for my severe muscle pull near the left hip took the first pill at dinner time thursday pain subsided a bit but the medicine apparently wears off after 8 hours because pain woke me up at 415 am friday took pills at 430 am 12 noon and again 8 pm would estimate the pain was 13 less during the day sleep was again interrupted by hip pain there was no positioning of the knees or legs that lessened the pain today saturday i took a pill at 7 am and will continue to dose every 8 hours tomorrow i have to perform a concert while standing so im counting on these to pull me through eager to get off these pills because of their scary effect on blood pressure,5.0,pain,1
300,300,"May 14, 2015",,Aleve (naproxen) for Frozen Shoulder:,very little relief i finished pt and after a year it still wasnt great due to other issues a physician switched me to diflofenac sodium voltarin which has been a wonderful it takes away all my joint issues,2.0,,0
301,301,"November 21, 2019",Taken for 1 to 6 months,For Ankylosing Spondylitis:,take 500mg naproxen 2x a day which doesnt do much of anything for my ankylos spondylitis ridiculous that its even recommended as part of as treatment on a side note as a woman it slows mensuration down to a trickle making mensuration last even longer which is extremely fricking annoying especially with as,,spondylitis,1
302,302,"March 13, 2015",,For Muscle Pain:,i was introduced to naproxen sodium a couple years ago and it worked great for muscle pain however recently i took some for neck pain and instantly went into severe anafelactic shock while on the highway luckily my fianc,1.0,"neck pain, pain, shock",1
303,303,"November 20, 2011",,For Pain:,i have temporomandibular joint tmj disorder my oral surgeon prescribed naproxen for jaw pain and i discovered only 4 days of taking this medicine i found great relief in my arthritis in which i have most everywhere i hope to continue to take this medicine,10.0,"arthritis, pain",1
304,304,"March 17, 2021",Taken for less than 1 month,For Rheumatoid Arthritis:,i just started taking naproxen 375 mg twice a day and at first the pain in my hand went away but then the side effects kicked in nauseated dizzy lethargic black stool vomiting headaches and horrible neck pain i am done with these pills i am going back to advil that also worked for me even after both my hip replacements,2.0,"neck pain, pain, vomiting",1
305,305,"June 23, 2009",,For Pain:,so far so good for chronic neck painspasm its the first time ive tried it and my neck has never felt better the only side effect has been mild heartburn but id rather that than not being able to move my neck,,heartburn,1
306,306,"April 26, 2012",,Leader Naproxen Sodium (naproxen) for Ankylosing Spondylitis:,i too have ankylosing spondylitis and it started when i was only 19 the flares of inflammation were 6 months apart in the first couple years when i got my first bad flare though i thought i was going to die finally after a month of not being able to move situp walk or lay on anything but my side i finally got out the walker and made it down the stairs although in excruciating hip pain felt like knives were being stabbed into my sciatic nerve i then realized after i went to the emergency room that an nsaid was to thank for my relief thank you naproxen,,"ankylosing spondylitis, inflammation, pain, spondylitis",1
307,307,"August 23, 2018",Taken for 6 months to 1 year,For Tendonitis:,i took prescriptionstrength naproxen after a shoulder injury it helped with that but made pain in my knees and hips much much worse somehow when i take it my shoulder feels better for a few hours but my knees start to ache,2.0,"ache, injury, pain",1
308,308,"November 14, 2017",Taken for less than 1 month,For Headache:,i was just prescribed naproxen 500 mg for degenerative arthritis it really takes the pain away from the arthritis but it also works for my wife who gets occasional menstrual headaches migraines and seasonal allergy sinus headaches she also takes vistaril for allergies but it doesnt get rid of the headaches me personally only excedrin migraine extra strengthbut that might be the caffeine lol,9.0,"arthritis, migraine, pain, seasonal allergy",1
309,309,"January 9, 2010",,For Ankylosing Spondylitis:,i had anterior cervical corpectomy 3 weeks ago in pain constantly dont want to get addicted to harder drugs so i am trying this has helped immensely will continue now can get a good nights sleep pain free try it,9.0,pain,1
310,310,"July 20, 2016",,For Period Pain:,i really love naproxen and taking it it is really effective especially with the fact that i get such strong cramps that usually keep me in bed all day it lets me enjoy activities without worrying about pain and how to make myself feel better sometimes my cramps may get so strong that i can feel cramps through it but its almost not so strong but occasionally strong naproxen just depends on the amount of pain you get and its always a mystery for me because i can never predict my cramps but the point is naproxen always makes me feel better no matter how strong my cramps are i recommend people to take it for ease of pain and always use it with food trust me i didnt once and it took away the cramps but i got such a weird stomach ache,9.0,"ache, pain, stomach ache",1
