,Unnamed: 0,Date,Star,Condition,Rating,adr,label
67,67,3/31/2018 7:21:56 AM,5 Stars,Rated  for Bipolar II disorder Report ,i love lamictal i am a 32 year old female who has been on and off meds since the age of 14 i originally took this pill for a year before going medicationfree against my doctors advice i felt so damn amazing on this pill yet it felt so natural i never knew what it was like to be naturally happy and outgoing until taking these pills i went from being hopeless depressed and full of anxiety paranoia and rage to waking up happy as hell and ready to try new things and talk to new people i chose to go off this medication because i felt so naturally amazing i couldnt imagine going into that dark place mentally ever again and i also wasnt ready to accept i would need pills for the rest of my life well it only took a couple of months of getting off the meds before the downward spiral started again and before i knew it i spent 6 months in a deep and nasty state of depression it was hell i am back on lamictal again finally and loving it lamictal has never caused any bad side effects for me i feel naturally good as if this is how i was meant to feel,"anxiety, depression, paranoia, rage",1
68,68,3/6/2018 12:20:31 AM,5 Stars,Rated  for Depression Report ,i continue to be astonished at how much lamictal has transformed my life i wrote an earlier glowing review after it first starting working about 6 weeks after initiating treatment here we are 7 months later and its impossible to describe just how well its worked after 30 years of treatmentresistant depression never diagnosed with bipolar but i think i fall somewhere on the bipolar spectrum i am now as my wife puts it the best version of my self currently taking 200 mgday along with 300mg of effexor the only antidepressant that ever did anything wondering if i could get by without the effexor but dont really want to tweak now when everything is going so well plus effexor is hell to get off of the one thing ive noticed with lamictal is that there arent a lot of average reviews of it people generally rave about it or dont like it at all if your doctor recommends it i highly recommend trying it you have nothing to lose and if it works as well for you as it has for me youll realize how many lies your depression was telling you wish i had found it earlier than 49 years old but better late than never ,"depression, fall",1
69,69,3/5/2018 7:13:32 AM,1 Stars,Rated  for Bipolar I disorder Report ,this medication is not good at all it ruined my vision i was on 200mg at the time when i started noticing these changes i would not recommend this,,0
70,70,2/26/2018 11:16:15 AM,4 Stars,Rated  for Bipolar II disorder Report ,i used to be in serquil for the longest time before thankfully getting switched to the generic lamictal i havent really had a depressive episode since however it came with some nasty side effects i had extreme loss in appetite and lost several pounds before being given something to offset this also ive been dealing with insomnia which i have to take allergy medication to deal with since im 19 my psychiatrist didnt want to give me something to sleep so instead of originally taking one pill i now have to take three however if nothing else has worked for you than i would recommend this as long as youre aware of the side effects,"depressive episode, insomnia",1
71,71,2/19/2018 7:05:20 PM,5 Stars,Rated  for Bipolar Disorder Report ,i took this about 56 months ago when my other meds for my bipolar ii wasnt working effectively anymore with in the first few days i felt a huge difference but after about 2 weeks is when i really noticed a remarkable change it has literally been a god send to me i also take it with wellbutrin klonopin and they are tapering me off of the seroquel by reducing the dosage and adding gabbapentin which so far is working well but i would highly reccomend trying this drug out,,0
72,72,2/3/2018 12:45:00 PM,5 Stars,Rated  for Bipolar II disorder Report ,just fabulous for bp2 i feel like myself on this medication none of that medicated feeling that some other mood stabilizers can induce raises the floor on my moods so my depressions are far milder more manageable and less common than before i love it,,0
73,73,1/29/2018 7:10:18 AM,5 Stars,Rated  for Bipolar II disorder Report ,this medication has brought me so much help with my mood i am more calm and stable i currently take 75 mg,,0
74,74,1/21/2018 3:19:24 AM,5 Stars,Rated  for Depression Report ,i have tried everything over the last 20 yrs i suffer from ptsd and recently was diagnosed with mood disorder took about a month to get to 200 mg this medication saved and changed my life for the better,,0
75,75,12/31/2017 11:41:26 PM,5 Stars,Rated  for Bipolar II disorder Report ,i was prescribed abilifythen zyprexa by my psychiatristbecause i needed a medicine to help stabilize my moodand also to prevent those extreme depressive episodes associated with bipolar disorder to no successi gave up on finding a mood stabilizer that would help meand just went about my life that isuntil just recently i went through a really bad depressive episodeby that i mean i was crying 247i felt immensely upset on the insideeven though i really didnt have a reason to beand i could barely function and get out of bed each day then i saw my psychiatristand he prescribed me 50 mg of lamictalwhich is two doses of 25mg that i take twice a day im going on day 4 on this medicineand i feel so much happier my mood has improvedand i have a more positive attitude the only side effect i experienced so far while taking lamictalis it makes you drowsy which is cool for mebecause i had trouble sleeping anyway id rate this medicine 10 stars if i couldthats how well it worked for me,"bipolar disorder, crying",1
76,76,12/31/2017 2:30:33 AM,3 Stars,Rated  for Epilepsy Report ,i switched from a vampiric acid oxcarbazapine combo when the vampiric acid wasnt agreeing with my kidneys and got on lamotrogine at first when titrating on to it i experienced insomnia which went away as i got used to it i like it better than the other meds i have taken for my epilepsy but honestly i dont know if i do or if im just more used to the side effects of seizure meds that i got on when i was 16 and dub it superior for not noticing the side effects since i got on it i have had a couple seizures and am debating if its giving me bouts of loss of focus i keep losing focus of my vision but if i look at myself in the mirror or a camera it comes back imidiatly i should probably tell my dr about it but i have friend who every time he comes around it happens and its basicly only when he comes over so im pretty sure its probably people doing some type of psychic dialation of my pupils since they think im some type of retard for being on seizure meds i think i have became a little scitsofeinic since starting lamictal in connection to the spacial plane or something have been diagnosed with scitsophrinia in the past,"epilepsy, insomnia",1
